comment_Text,Have_Sarcasm,Sarcasm_Type
As soon as i clicked install my dog died and my car blew up. The explosion lit my house on fire which made my insurance go way up making me in debt and going bankroupt and eventually living in a box. Worst game ever. I lost everything but my phone and i lost the charger too. So i only have 4 persent left of my phone. Thanks game.,Yes,Self-Deprecation
Ok first off NO ADS I CANNOT LIVE WITH NO ADS AND IT DOESNT MAKE YOU BUY SOMETHING YOU WONT EVEN USE HORRIBLE! But in all seriousness this game is really fun r,Yes,Humor
"This game sucks, don't install waste of time. Absolutely atrocious. I can't believe this game it's a garbage design and it's all around a garbage fire game. DONT INSTALL (jk)",Yes,Irony
"When I first installed this game, it hacked into my phone, found out where I live, and the developer came and kicked in the balls, before proceeding to buy EVERY.SINGLE.ITEM. IN THE GAME WITH REAL MONEY. WORST GAME EVER",Yes,Self-Deprecation
No ads and just a terrible game overall. Way harder than it seems and makes me mad. If you want a more than 1 star game this isn't it.,Yes,Irony
"omg this is TERRIBLE! it has NO ADS. And also, it gave my phone a virus, then it proceeded to cut my lights. It happens once in a while. Then my finger was chopped and fell in this app and... I can't.. I just cant... DONT DOWNLOAD THIS MATE",Yes,Irony
It SUCKS because it doesn't have a tutorial! Like how am I supposed to play If I don't even know what to do?? And it's so boring and NO ADS!,No,None
"This game is good but I'm giving it 1 star bc there are no ads, there are words, colours, shapes and it's not lagging at all.",No,None
WORST GAME EVER FIRST THERE IS NO ADS HOW CAN I ENJOY MY EXPERINCE WITH NO ADS SECOND THIS IS WAY TOO COMPLICATED DOSENT EVEN GIVE INSTRUCTIONS ON THIS TERRIBLE GAME DO NOT DOWNLAOD I REPEAT DO NOT DOWNLOAD IT WASTES YOIR TIME.,Yes,Irony
"why are there no ads??? what kind of game doesn't have ads, i love wasting 30 seconds of my life with them. please fix..",No,None
Terrible Game! don't download it has 0 ads! Seriously devs? Not even one ad? I'm really disappointed... (not really. Good job.),Yes,Irony
I hate it if I could give it -5 I would it has no ads and everyone knows all good games have to be filled with ads and I'm OK with it calling me a loser but it needs ads,No,None
"HORRIBLE, do not get this no ad game like the content sucks and there's NO ADS, I CANT BELIEVE IT, I can't be one with myself ANYMORE",No,None
Absolute trash. I wasn't able to build a functional table that can shoot gamma beams and fly with an attachable porta-potty because of how much demotivation this game gave me. 1/5 would not recommend.,Yes,Humor
Its so bad! No ads and it doesn't crash immediately and the developer isn't a bot!,No,None
"the worst and best game ever, just touching boxes with the correct color and text, its ads-free and i need a big ad appearing every 5 seconds that stay at least 2 minutes",Yes,Self-Deprecation
"This game was entirely terrible. The quality was perfectly fine and is challenging enough to keep someone coming back over and over again. I WOULD HIGHLY NOT RECOMMEND FOR NO ONE, WHAT EVER YOU DO DONT GIVE THIS APP 5 STARS (I'm looking at you George)",Yes,Irony
"Best app, changed my life, absolutely amazing. A little self deprecating title and description, way better than expected. Amazing mechanics, super useful, really efficient, runs really smoothly.",Yes,Flattery
It's boring and incredibly repetitive but the controls are responsive and the game actually works. I regretfully have to give it two stars.,No,None
"This app is absolutely horrible, right after I installed it my entire family assassinated, the assassins proceeded to steal all my valuables, so it left me with nothing but this excuse of an app. After the first level I had broken all my fingers and had to go to the hospital, which they did nothing but laugh. While I was walking out of the hospital I got ran over by a truck. I am writing this review as I am slowly dying. Not to mention the fact that they make you pay 10$ a second to play.",No,None
"This game is so bad! When I played it my phone heated and I had to put it in the freezer! And after putting in the freezer it became to cold! So I had to heat the phone in a pan with oil so it would heat! The my phone exploded and my house caught on fire! I AM NOW TYPING THIS IN MY SPIRIT FORM, DONT DOWNLOAD THIS GAME IF YOU DONT WANT TO LOSE YOUR LIFE!!!!!! HEAVEN HERE IS RED AND HOT BTW!!!!",No,None
"Graphic are good, gameplay is satisfying. But have to work on distance loading. Love the feature that you can watch movies as well during off time. It literally have all the movies. Nice app. After playing it you will realise PUBG, Fortnite are just overrated. Great concept & storyline. Keep up the good work ð",No,None
"This game is absolutely terrible. I mean the fact that it has literally no adds and it's free to download just makes me wanna cry. If you even bother to download this app, don't forget to rate it a one star and uninstall after",Yes,Irony
"I'm DELETING THIS APP. After I paid $420 for a premium DLC with exclusive skins & 666 gems AND ALSO $69 to remove advertistments forever, I am still forced to play with ads in this pay to win garbage? The match is unfair and everyone is using cheats on the arena! Not worth my money, UNINSTALLING. ð­ð",No,None
The game should improve on a lot of things including the interface itself. The game is too repetitive and boring (that's the reason behind the title.),No,None
"Iâll give it one star because itâs not interesting, no background music, no more activities, no level like easy, medium and hard. Maybe the next update will get my interest.",No,None
It's the worst app ever. Has no ads this is against the rule of mobile games every mobile game should have at least 20 ads per minute. It developed arms and feet after downloading and also gave me a virus.,Yes,Self-Deprecation
"This app is absolutely horrendous. there is no instruction telling you what to do. it made me drop kick 3 random citizens because of the difficulty, and now I'm uninstalling it. terrible game, please do not get this.",Yes,Irony
The game is completely boring. The plainness of this game made it worse. It could irritate the player's eyes with its interface. The game is clearly made just for money.,No,None
